date,ticker,direction,ignition_sigma,rel_volume,max_quiet_sigma,hold,range_lo,range_hi,close,close_loc,volume_ratio,consol_excess,beta,consol_days,vote_close,vote_volume,vote_strength,votes,lean,outcome,open_to_close,close_to_close,gap,third,base_up,base_down,base_up_all,base_down_all,base_go,base_rev,base_go_all,base_rev_all
2016-04-28,TPR,1.0,3.320156517258773,3.1609130743723353,0.9436165514322792,0.6107801552189049,30.835266836390158,31.638821312725796,30.947912216186523,0.14018387441514865,0.4106712999822036,-0.00976401875337617,0.8119506073342428,2,False,True,False,1,Leans stalls,reverses,-0.020091088486128776,-0.018426199846650147,-0.001213229017735351,0.0,0.024070021881838075,0.5908096280087527,0.08600770218228498,0.4300385109114249,0.024070021881838075,0.5908096280087527,0.08600770218228498,0.4300385109114249
2016-05-05,GILD,-1.0,-6.137026345734243,3.2702095590022853,0.8934146847545427,1.2673537606198855,59.123703919720676,62.07296364351105,59.58170700073242,0.1552942514073066,0.32434164357165796,-0.020145998969580838,1.0676904797929962,4,True,True,True,3,Goes,goes again,0.020241480188391087,0.017650038139548872,0.002212769550892113,0.0,0.006696428571428571,0.13169642857142858,0.10353535353535354,0.08838383838383838,0.13169642857142858,0.006696428571428571,0.08838383838383838,0.10353535353535354
2016-05-05,GLNG,-1.0,-4.928256440984694,8.492536300719228,0.851460472894038,1.1852590668623169,13.299628351323362,14.821051174443856,13.376553535461426,0.0505613449259869,0.18883775556674098,-0.03386283572266147,3.2103004021453683,4,True,True,True,3,Goes,stalls,-0.012937065481811269,-0.025313587768533298,0.0019168955840362933,0.0,0.006696428571428571,0.13169642857142858,0.10353535353535354,0.08838383838383838,0.13169642857142858,0.006696428571428571,0.08838383838383838,0.10353535353535354
2016-05-05,FMC,1.0,6.4124988135170575,3.633127576520646,0.8042043108524023,1.0594510485272741,31.96544350058319,33.184346028195236,32.554351806640625,0.48314634904496057,0.4762034019328449,0.015260814135284798,1.6996637463632784,2,False,True,True,2,Leans goes,stalls,-0.0030875214699449104,0.003456439039389001,-0.0010518942374405649,1.0,0.17204301075268819,0.05017921146953405,0.18686868686868688,0.09848484848484848,0.17204301075268819,0.05017921146953405,0.18686868686868688,0.09848484848484848
2016-05-05,FIS,1.0,7.692936444174828,5.177663447362879,0.9736479321177478,0.7810172340938931,57.29384821740849,58.58015343439815,57.67072677612305,0.2929931043866613,0.3943401708408391,-0.006682534552092948,0.9162062051081744,2,False,True,False,1,Leans stalls,stalls,0.008372272868636736,0.008865143353272128,-0.0035515699545567436,0.0,0.0391566265060241,0.1746987951807229,0.18686868686868688,0.09848484848484848,0.0391566265060241,0.1746987951807229,0.18686868686868688,0.09848484848484848
2016-05-05,EXPE,1.0,3.8342609376672447,3.617991134176668,0.5926615443307031,0.6332577314477837,106.45663932734664,110.75465871215279,106.55131530761719,0.022027816022710072,0.34800435110032635,-0.023429926623386544,0.639194695432091,4,False,True,False,1,Leans stalls,stalls,0.0051574031939045,0.003080761741693255,-0.004886858333707278,0.0,0.006696428571428571,0.13169642857142858,0.10353535353535354,0.08838383838383838,0.006696428571428571,0.13169642857142858,0.10353535353535354,0.08838383838383838
2016-05-05,EL,-1.0,-3.449296417381512,3.242277770105418,0.23367461743720175,1.0026010404161665,80.32506875374516,82.36991896416488,81.51353454589844,0.5811994375418515,0.5207150159018628,0.0040014057538852,0.6873722791782974,2,False,False,False,0,Stalls,stalls,-0.003209421897187533,-0.00509604748528115,0.0011794522992313317,1.0,0.17204301075268819,0.05017921146953405,0.18686868686868688,0.09848484848484848,0.05017921146953405,0.17204301075268819,0.09848484848484848,0.18686868686868688
2016-05-12,FLR,-1.0,-4.3522028563479624,3.171740629195544,0.9689554008588867,1.1591721279821088,46.836058568565825,47.87115835746131,47.019264221191406,0.17699322769746925,0.34000686420318044,-0.015938491538311384,1.3351056215076929,4,True,True,True,3,Goes,goes again,0.013649784706994402,0.013496646169442387,0.002142881132748964,0.0,0.0,0.46078431372549017,0.015,0.25375,0.46078431372549017,0.0,0.25375,0.015
2016-05-12,SF,1.0,3.2038051978286624,4.053047404063205,0.34185621171680663,0.8296519112676395,12.925517828935766,13.496103199607457,13.076897621154785,0.26530612244897844,0.3971038707880813,0.008315045078557336,2.631899446125093,2,False,True,True,2,Leans goes,stalls,0.013457837172804243,0.01729609420662758,-0.0005935750909745741,0.0,0.0,0.5207756232686981,0.015,0.39125,0.0,0.5207756232686981,0.015,0.39125
2016-05-12,ZBRA,-1.0,-6.739850645271036,10.462696918656494,0.18862714230324093,0.9784171205766503,50.83000183105469,53.7400016784668,51.70000076293945,0.29896872079167425,0.34796401515151515,0.010033152831754596,0.18439792704961447,2,True,True,False,2,Leans goes,goes again,0.017780638300592247,0.023731585779281604,0.006383014046128288,0.0,0.0,0.5207756232686981,0.015,0.39125,0.5207756232686981,0.0,0.39125,0.015
2016-05-12,POST,1.0,3.1475145912898577,10.434373743888873,0.971277389266497,1.3663907997250966,48.848167419433594,50.51047134399414,49.6269645690918,0.46850466882227265,0.1207013349005021,0.0166082394394421,0.5635582414318728,4,False,True,True,2,Leans goes,stalls,-0.0051763209021111695,-0.008540069474459865,-0.004351849595650381,1.0,0.010948905109489052,0.2116788321167883,0.015,0.25375,0.010948905109489052,0.2116788321167883,0.015,0.25375
2016-05-12,NCLH,-1.0,-3.2328622529118745,4.472094095940959,0.5270266908937788,0.8728817120874147,46.36000061035156,47.939998626708984,47.189998626708984,0.5253158597445116,0.2090725078644732,0.018004072691317943,1.2078531904804588,2,False,True,False,1,Leans stalls,stalls,0.0057468390053689675,0.006638792060231642,0.002966717391875484,1.0,0.02120141342756184,0.3710247349823322,0.015,0.39125,0.3710247349823322,0.02120141342756184,0.39125,0.015
2016-05-12,TDG,1.0,9.082336895969245,5.63872571170357,0.06900465135762471,0.8950898414646766,152.7936720257608,156.54957445385656,154.36228942871094,0.41764061579880396,0.33120968065071926,-3.57603802983073e-05,0.9545807409353178,2,False,True,False,1,Leans stalls,stalls,0.01817340269903306,0.015889434886691485,-0.0038462092667229664,1.0,0.02120141342756184,0.3710247349823322,0.015,0.39125,0.02120141342756184,0.3710247349823322,0.015,0.39125
2016-05-12,ZTS,-1.0,-2.5754810830321815,3.075244226801561,0.3782776253217866,1.3297863367382725,41.648382659127776,42.82763809782551,42.27914047241211,0.534878019287225,0.47560906607174613,0.0031471719475914713,1.173062870169759,2,False,True,False,1,Leans stalls,stalls,-0.009111675052370202,-0.01324972854945482,-0.0021622130711314025,1.0,0.02120141342756184,0.3710247349823322,0.015,0.39125,0.3710247349823322,0.02120141342756184,0.39125,0.015
2016-05-12,CPA,-1.0,-5.112400158886965,7.701349141455437,0.9644454725318017,0.9660253058354678,37.144220222989524,41.67024375982439,39.38164520263672,0.49434673979001653,0.23254810882548108,0.0015328727668778748,0.7643095596263471,4,False,True,False,1,Leans stalls,stalls,0.009315006881836712,0.009492720763922987,0.001485681452943588,1.0,0.010948905109489052,0.2116788321167883,0.015,0.25375,0.2116788321167883,0.010948905109489052,0.25375,0.015
2016-05-12,HLF,1.0,2.780854133703424,5.015696655605682,0.5608660566866523,0.6924533041400988,30.795000076293945,31.885000228881836,30.9950008392334,0.18348691279043317,0.1946352377978978,-0.0280623533377483,0.6816248897151028,4,False,True,False,1,Leans stalls,reverses,-0.014184168624319128,-0.010030339232059354,0.0030649882491451397,0.0,0.0,0.46078431372549017,0.015,0.25375,0.0,0.46078431372549017,0.015,0.25375
2016-05-12,J,1.0,3.5250082705759356,4.398655879845453,0.9870597909532609,1.5631051626730907,37.000372567725265,38.51926336882818,37.828163146972656,0.5449967691201419,0.5809888424107981,0.01846004038022672,1.3630959550303383,4,False,False,True,1,Leans stalls,stalls,-0.0038661253798526213,-0.0015722447634184053,1.2932497495121709e-07,1.0,0.010948905109489052,0.2116788321167883,0.015,0.25375,0.010948905109489052,0.2116788321167883,0.015,0.25375
2016-05-19,MIDD,1.0,2.7565067727543995,3.4357628215412013,0.735340465095551,1.5069948040493266,93.37892150878906,95.87288665771484,95.70394134521484,0.9322583506939665,0.2894203439014989,0.015302667659284532,1.2019666768614854,4,True,True,True,3,Goes,goes again,-0.004681698277533864,-0.003978595901576816,0.004959619684366423,2.0,0.488,0.0,0.1448019801980198,0.01485148514851485,0.488,0.0,0.1448019801980198,0.01485148514851485
2016-05-19,TEX,1.0,3.9709405340105195,5.172901210464662,0.7875567827856913,0.911503490115779,21.52683552560145,22.49362785127812,21.94371223449707,0.43119571579536875,0.24397006798613102,0.007170427331101934,1.144411982834388,3,False,True,True,2,Leans goes,stalls,-0.008025955489226834,-0.010463460001313124,0.0016167042201145065,1.0,0.18461538461538463,0.009230769230769232,0.1608910891089109,0.01485148514851485,0.18461538461538463,0.009230769230769232,0.1608910891089109,0.01485148514851485
2016-05-26,OLED,1.0,3.0619078823747095,3.9425310780517626,0.9886940253699414,2.356556503108792,57.673137243817436,63.473960596931796,63.231876373291016,0.9582672650235402,0.7228884523932596,0.06691877006266782,2.1673270502213384,3,True,False,True,2,Leans goes,stalls,-0.0052743635701755515,-0.011231770864506265,-0.0039755322631566115,2.0,0.3940149625935162,0.004987531172069825,0.23192019950124687,0.011221945137157107,0.3940149625935162,0.004987531172069825,0.23192019950124687,0.011221945137157107
2016-05-26,ROST,-1.0,-5.419715779988783,5.5119075913866045,0.7400450965115382,0.5412472745320002,47.11316790986329,49.16314590482739,48.65742874145508,0.7533060527407429,0.27634449868051125,0.005682053548172344,1.0980642753071408,4,False,True,False,1,Leans stalls,stalls,0.006495075658213405,0.003978755725709,-0.003526039042490714,2.0,0.3490364025695932,0.0021413276231263384,0.22942643391521197,0.006234413965087282,0.0021413276231263384,0.3490364025695932,0.006234413965087282,0.22942643391521197
2016-06-02,ULTA,1.0,3.661381197795759,4.062216681776972,0.5155562586774424,1.2009252507194217,231.36000061035156,238.75999450683594,237.05999755859375,0.7702704931892133,0.3528153624401358,0.010426363825408746,1.9759743242412744,3,True,True,True,3,Goes,stalls,-0.0012532006522003362,0.003835606159450787,-0.001096745589781234,2.0,0.2729044834307992,0.050682261208576995,0.2135678391959799,0.10552763819095477,0.2729044834307992,0.050682261208576995,0.2135678391959799,0.10552763819095477
2016-06-02,AEE,1.0,3.303781066556992,4.409157911243532,0.8060660365440095,0.6874993257166284,35.86727925985941,36.552357142137275,36.16930389404297,0.4408617501696829,0.3790135575377349,-0.010377183592428915,0.25053615640818566,2,False,True,False,1,Leans stalls,goes again,0.008435373613364827,0.019078275165679816,0.009775949752384383,1.0,0.22695035460992907,0.19148936170212766,0.25879396984924624,0.11683417085427136,0.22695035460992907,0.19148936170212766,0.25879396984924624,0.11683417085427136
2016-06-02,EVRG,1.0,5.453301717317369,23.39710768942762,0.12750989634223217,1.0,38.52923652370725,39.10029382669286,38.756282806396484,0.3975893163473935,0.24745262298820225,-0.0015723918295530116,0.3079095026278504,2,False,True,False,1,Leans stalls,stalls,-0.0025169834690332614,0.0034048812171466603,0.00497044880415376,1.0,0.22695035460992907,0.19148936170212766,0.25879396984924624,0.11683417085427136,0.22695035460992907,0.19148936170212766,0.25879396984924624,0.11683417085427136
2016-06-02,TEX,-1.0,-5.975228172481645,14.321968744386563,0.6493754465056366,0.851742294341255,18.386950405454645,19.096527672932066,18.981220245361328,0.8374984193325969,0.1671031375736231,0.02073420999601673,1.1003711732874912,3,False,True,False,1,Leans stalls,goes again,0.028286415780555695,0.028021365826508042,0.003270947652487255,2.0,0.2729044834307992,0.050682261208576995,0.2135678391959799,0.10552763819095477,0.050682261208576995,0.2729044834307992,0.10552763819095477,0.2135678391959799
2016-06-09,BIIB,-1.0,-8.005543225634554,6.153696835245589,0.8046000511620734,1.0648997883657703,249.57000732421875,256.7900085449219,250.4600067138672,0.12326859268339074,0.36448334910549324,-0.011607014686982192,1.1527477209738397,2,True,True,True,3,Goes,goes again,0.006004059061327789,0.006363071516058683,0.00922308055362242,0.0,0.003436426116838488,0.8797250859106529,0.04475703324808184,0.592071611253197,0.8797250859106529,0.003436426116838488,0.592071611253197,0.04475703324808184
2016-06-09,EXEL,1.0,2.8613168528966058,4.321144960551887,0.8599702728979439,1.0540540192229872,6.920000076293945,7.489999771118164,7.369999885559082,0.7894737722691437,0.381523401044459,0.0005483538703248345,1.616787764934668,3,True,True,True,3,Goes,stalls,0.02092708857143144,0.016679931067756525,-0.016282209962338312,2.0,0.1032258064516129,0.16774193548387098,0.043478260869565216,0.5191815856777494,0.1032258064516129,0.16774193548387098,0.043478260869565216,0.5191815856777494
2016-06-09,ZBH,-1.0,-2.8550491998945704,3.1542896414798975,0.2730031896650622,1.0142188544684645,105.39320616274327,107.19570056838872,106.54430389404297,0.6386137608496535,0.33449536398189167,-0.00189233456181366,0.8745709738724959,2,False,True,True,2,Leans goes,stalls,-0.003890276189671572,-0.006864652247583378,0.0036853239372095503,1.0,0.00980392156862745,0.6862745098039216,0.04475703324808184,0.592071611253197,0.6862745098039216,0.00980392156862745,0.592071611253197,0.04475703324808184
2016-06-09,TXT,1.0,3.9484087848419533,3.624993057484032,0.8654773081080411,0.6067048438400615,38.54799246285333,39.957811408100646,38.83362579345703,0.2026028459658659,0.24144680394680396,-0.024109636491785318,1.0838896634272215,4,False,True,False,1,Leans stalls,reverses,-0.004401721326640103,-0.005475899898231716,-0.009398415036752317,0.0,0.0,0.8387096774193549,0.04219948849104859,0.4053708439897698,0.0,0.8387096774193549,0.04219948849104859,0.4053708439897698
2016-06-16,COF,-1.0,-5.590464424047702,5.570222363050083,0.9763321690153143,1.0393842702829141,52.381963359779526,55.30459733460165,53.651222229003906,0.4342859489620585,0.4948067244887033,-0.005415477700622052,1.6670041373188376,2,False,True,True,2,Leans goes,stalls,-0.0036747815045329113,-0.005274544242070606,-0.0006226168941863008,1.0,0.09037900874635568,0.09620991253644315,0.17564102564102563,0.07564102564102564,0.09620991253644315,0.09037900874635568,0.07564102564102564,0.17564102564102563
2016-06-16,NVO,-1.0,-4.746437101507932,3.7187139628211634,0.9280700566966411,1.215377908989031,19.844692521776853,20.648515599850953,20.21719741821289,0.46341652360682606,0.3596591331960604,-0.012533697377051654,1.1034990898250752,2,False,True,True,2,Leans goes,stalls,0.005423219247289947,0.0007391509542150482,-0.004072778886607065,1.0,0.09037900874635568,0.09620991253644315,0.17564102564102563,0.07564102564102564,0.09620991253644315,0.09037900874635568,0.07564102564102564,0.17564102564102563
2016-06-16,HRB,1.0,5.761150669419332,5.688599745601017,0.837586778044451,0.79554214169164,15.461990832778644,16.11616275387044,15.74384880065918,0.4308622225945153,0.2449153331935807,-0.021967120817975888,0.1265739841729212,4,False,True,False,1,Leans stalls,stalls,-0.004744299428021646,-0.009758959221199022,-0.005115226597435463,1.0,0.05945945945945946,0.06486486486486487,0.1141025641025641,0.06153846153846154,0.05945945945945946,0.06486486486486487,0.1141025641025641,0.06153846153846154
2016-06-16,MYGN,-1.0,-3.912524337829984,3.1053710537105372,0.48706294230110914,1.1042350599292727,30.010000228881836,31.1299991607666,30.6299991607666,0.5535710028235599,0.5816939529970954,0.0041015509388504755,1.6768296271510865,4,False,False,False,0,Stalls,stalls,0.015253426690273346,0.011711311253627024,-0.0026118160593529005,1.0,0.05945945945945946,0.06486486486486487,0.1141025641025641,0.06153846153846154,0.06486486486486487,0.05945945945945946,0.06153846153846154,0.1141025641025641
2016-06-23,ORCL,1.0,4.055987842849268,3.3313127413127415,0.9034297723201683,2.1057616686613096,34.06873883100665,35.072779661230264,35.038455963134766,0.9658144399487678,0.47326250854765245,0.0074204515748715815,1.0430392890626454,4,True,True,True,3,Goes,reverses,-0.0018114130176713305,-0.0017321497641177228,-0.0355129384209073,2.0,0.04114490161001789,0.6994633273703041,0.054707379134860054,0.6908396946564885,0.04114490161001789,0.6994633273703041,0.054707379134860054,0.6908396946564885
2016-06-23,SWBI,1.0,2.6802549955602024,8.202656508158727,0.8982942318970168,1.884207692295291,14.73261478076034,16.08382831205727,15.772488594055176,0.7695851093918049,0.2616913118093812,0.05186387009535472,0.8508729116945779,4,True,True,True,3,Goes,goes again,0.07516507828273226,0.05068854457484437,-0.04974310520219549,2.0,0.04114490161001789,0.6994633273703041,0.054707379134860054,0.6908396946564885,0.04114490161001789,0.6994633273703041,0.054707379134860054,0.6908396946564885
2016-06-23,SYNA,-1.0,-3.872212013462084,9.976272947696572,0.7059864373487406,0.5684207386399489,53.47999954223633,56.83000183105469,56.720001220703125,0.9671640193444875,0.19675624533444439,0.008606777430110579,2.0619136376874136,4,False,True,False,1,Leans stalls,goes again,0.019976160879919158,0.0052956422222275035,0.05677011903038898,2.0,0.04114490161001789,0.6994633273703041,0.054707379134860054,0.6908396946564885,0.6994633273703041,0.04114490161001789,0.6908396946564885,0.054707379134860054
2016-06-30,AMH,1.0,2.958151924342136,3.150352834054177,0.42210011424422506,1.6097662953426595,16.547633718981704,16.919395446777344,16.919395446777344,1.0,0.6424636005636042,0.008706224548176543,0.5309575551590638,2,True,False,True,2,Leans goes,goes again,0.0027739050540085087,0.007185441981513057,0.0043943991405235305,2.0,0.5007153075822603,0.002861230329041488,0.4632352941176471,0.007352941176470588,0.5007153075822603,0.002861230329041488,0.4632352941176471,0.007352941176470588
2016-06-30,POST,1.0,3.614076094480438,3.0253010205441875,0.29260996994795935,3.446431731206262,51.66230392456055,54.594242095947266,54.116493225097656,0.8370535656201616,0.668698199017196,0.001942045498343226,0.9752506407856999,3,True,False,True,2,Leans goes,goes again,0.006526431056996603,0.007868150197324394,0.001330225737284474,2.0,0.4912751677852349,0.0013422818791946308,0.46078431372549017,0.003676470588235294,0.4912751677852349,0.0013422818791946308,0.46078431372549017,0.003676470588235294
2016-06-30,BC,-1.0,-3.265287064964413,3.045461247358333,0.9896048129900066,0.6809340079480193,34.35417625464368,37.79877853393555,37.79877853393555,1.0,0.42722622083077816,-0.029182884631723548,2.1966842444852652,4,False,True,True,2,Leans goes,reverses,-0.024804284036209972,-0.022306085203946984,0.002426996331471809,2.0,0.4833555259653795,0.0,0.4534313725490196,0.0024509803921568627,0.0,0.4833555259653795,0.0024509803921568627,0.4534313725490196
2016-06-30,SNY,1.0,4.205520777455418,5.300313916986397,0.8572904950479129,5.000016911960562,26.59659414847731,27.823917828672826,27.764209747314453,0.9513509905155083,0.5677064139685882,-0.005319262638451224,1.5092540049717167,3,True,False,False,1,Leans stalls,stalls,-0.0022120081420253937,-0.0046033654796584205,-0.0023892026404616074,2.0,0.4912751677852349,0.0013422818791946308,0.46078431372549017,0.003676470588235294,0.4912751677852349,0.0013422818791946308,0.46078431372549017,0.003676470588235294
2016-07-07,GIS,1.0,5.257618113000754,4.705792914702752,0.8689761357104616,1.3409228547093248,48.24646283067542,49.87685752357873,49.3628044128418,0.6847063395296409,0.4513852988691438,0.016333357156889,0.48931251374281315,4,True,True,True,3,Goes,stalls,-0.002742546142392867,-0.0011765534933868673,0.005137557631376355,2.0,0.8115942028985508,0.0,0.4484848484848485,0.0036363636363636364,0.8115942028985508,0.0,0.4484848484848485,0.0036363636363636364
2016-07-07,HOG,-1.0,-3.4224415286943133,5.736626853185853,0.9921307379272316,1.0935377766910455,35.95625392550974,37.498014237026446,37.04865646362305,0.7085423914166371,0.42198728075505326,-0.020311346815276098,1.657033138010663,2,False,True,True,2,Leans goes,reverses,-0.0028577027832465494,0.005644189474030684,-0.0035550450439600922,2.0,0.8905852417302799,0.0,0.6678787878787878,0.0036363636363636364,0.0,0.8905852417302799,0.0036363636363636364,0.6678787878787878
2016-07-07,TM,-1.0,-2.6704305619977737,3.2888773792567654,0.6695919270877515,0.6078319472141891,76.58395528230903,78.41923036571102,78.22481536865234,0.8940676529546229,0.3666535433070866,0.0057735668815170876,1.4130374039485996,4,False,True,False,1,Leans stalls,reverses,0.002215185450679698,0.006327752159808003,-0.006163378905399863,2.0,0.8115942028985508,0.0,0.4484848484848485,0.0036363636363636364,0.0,0.8115942028985508,0.0036363636363636364,0.4484848484848485
2016-07-14,JLL,1.0,2.9479882254775243,4.319450907398791,0.32204174276205144,1.4686366826669424,97.76010264285136,102.35654676572804,101.44509887695312,0.8017058699270149,0.30067330999192027,0.0011427625314416679,2.282908457928049,4,True,True,True,3,Goes,stalls,0.002002850512430661,-0.002829988546175126,0.002125259496897236,2.0,0.12244897959183673,0.012755102040816327,0.07159904534606205,0.07756563245823389,0.12244897959183673,0.012755102040816327,0.07159904534606205,0.07756563245823389
2016-07-14,MANH,-1.0,-2.5976830010844747,4.340267727930535,0.961549393730707,1.1221117541675216,62.38999938964844,64.16000366210938,63.38999938964844,0.5649703876757558,0.48943441837202517,-0.013693720830054486,1.5120201009509386,2,False,True,True,2,Leans goes,stalls,-0.0006579084101402521,-0.00045139001680847895,-0.0044170812745361054,1.0,0.054313099041533544,0.10862619808306709,0.09188544152744631,0.1360381861575179,0.10862619808306709,0.054313099041533544,0.1360381861575179,0.09188544152744631
2016-07-14,CHRW,-1.0,-3.3624340663047882,3.1982747684891537,0.8575090627616739,0.8287982966387154,56.82414118088185,57.96251980780186,57.15616989135742,0.29166808179972986,0.3650818834064908,0.0019998242938293227,0.33052827414284525,3,True,True,False,2,Leans goes,stalls,0.006275627212865575,0.004535942400479963,-0.002766007932740955,0.0,0.02857142857142857,0.2857142857142857,0.07875894988066826,0.10620525059665871,0.2857142857142857,0.02857142857142857,0.10620525059665871,0.07875894988066826
2016-07-14,OZK,1.0,4.117533966931035,3.340102647417199,0.7335145728751314,1.5437191510499082,28.746081651073485,29.78369222088098,29.333192825317383,0.5658299860542314,0.5038101555015109,0.006636262904912003,2.1280157827412447,3,False,False,True,1,Leans stalls,stalls,-0.00443015148511719,-0.0025942149043346407,0.008421934908477313,1.0,0.03618421052631579,0.0756578947368421,0.07875894988066826,0.10620525059665871,0.03618421052631579,0.0756578947368421,0.07875894988066826,0.10620525059665871
2016-07-21,DXCM,1.0,3.4203902408151956,3.0203093635612235,0.82954351420969,1.3278343996136537,20.885000228881836,21.280000686645508,21.157499313354492,0.689870300443277,0.17991321005512334,0.018844662603650343,0.9441946253560483,2,True,True,True,3,Goes,goes again,-0.0044171022910212895,0.03428585039108903,0.03934777193816097,2.0,0.5806451612903226,0.018433179723502304,0.27228327228327226,0.06349206349206349,0.5806451612903226,0.018433179723502304,0.27228327228327226,0.06349206349206349
2016-07-21,GWW,-1.0,-5.170310181101088,3.5481110415362136,0.8083576057934866,1.2267424574801644,184.24862867091693,190.40682511108054,184.63455200195312,0.06266823976565822,0.43514324372021884,-0.011939896763062906,0.9721935882545713,2,True,True,True,3,Goes,stalls,-0.009480610810114847,-0.007578262717655486,0.0012540839639118007,0.0,0.08430232558139535,0.10174418604651163,0.27228327228327226,0.06349206349206349,0.10174418604651163,0.08430232558139535,0.06349206349206349,0.27228327228327226
